pixles
0.01568628 0.         0.         ... 0.11764706 0.11372549 0.11764706
0.3019608  0.30588236 0.30980393 ... 0.49019608 0.26274511 0.26666668
0.33333334 0.32941177 0.35294119 ... 0.22745098 0.28627452 0.32941177
0.15294118 0.29411766 0.30588236 ... 0.32941177 0.32549021 0.34117648
0.85882354 0.83529413 0.80784315 ... 0.         0.         0.        
0.58039218 0.56470591 0.50980395 ... 0.43921569 0.43529412 0.43529412
0.01568628 0.00784314 0.05098039 ... 0.01176471 0.02745098 0.04705882
0.41960785 0.41960785 0.42745098 ... 0.32549021 0.32941177 0.41568628
0.05490196 0.05490196 0.07058824 ... 0.03529412 0.03921569 0.03921569
0.52549022 0.48627451 0.65490198 ... 0.13333334 0.10980392 0.54509807
0.98823529 0.98039216 0.96470588 ... 0.24313726 0.18431373 0.11764706
0.87843138 0.89019608 0.85882354 ... 0.06666667 0.29411766 0.65098041
0.63529414 0.78431374 0.73333335 ... 0.44313726 0.44313726 0.36862746
0.82352942 0.82352942 0.82352942 ... 0.33333334 0.32156864 0.56470591
0.19607843 0.17254902 0.29019609 ... 0.13725491 0.13725491 0.11764706
0.91764706 0.9137255  0.89411765 ... 0.37254903 0.64313728 0.66274512
0.95686275 0.8392157  0.7764706  ... 0.6901961  0.68627453 0.48235294
0.34509805 0.45490196 0.42352942 ... 0.95294118 0.95294118 0.95294118
0.25882354 0.24705882 0.29803923 ... 1.         1.         1.        
0.31764707 0.41568628 0.35686275 ... 0.40392157 0.41176471 0.41176471
0.72549021 0.7019608  0.71764708 ... 0.43137255 0.41568628 0.29411766
0.15686275 0.18039216 0.16470589 ... 0.06666667 0.07058824 0.07058824
0.26666668 0.27058825 0.26274511 ... 0.05882353 0.05882353 0.03921569
0.24705882 0.22745098 0.23529412 ... 0.41176471 0.42745098 0.42352942
0.27058825 0.26666668 0.26666668 ... 0.13725491 0.10980392 0.16862746
0.56470591 0.56078434 0.49803922 ... 0.22745098 0.24313726 0.25098041
0.50196081 0.46666667 0.30588236 ... 0.69411767 0.67058825 0.65098041
0.00392157 0.00392157 0.01960784 ... 0.78823531 0.76862746 0.75294119
0.88235295 0.86274511 0.86274511 ... 0.87450981 0.83529413 0.84705883
1.         1.         1.         ... 0.82745099 0.75686276 0.56862748
1.         1.         1.         ... 0.14117648 0.13725491 0.25098041
0.90980393 0.91764706 0.89803922 ... 0.98431373 0.93725491 0.95294118
0.47058824 0.50588238 0.50588238 ... 0.57647061 0.31764707 0.30588236
0.68627453 0.5411765  0.5529412  ... 0.91764706 0.91764706 0.91764706
0.82352942 0.63137257 0.54901963 ... 0.32156864 0.22745098 0.13333334
0.95686275 0.95686275 0.96078432 ... 0.26274511 0.25882354 0.25490198
1.         0.99607843 1.         ... 0.14901961 0.14901961 0.14901961
0.16862746 0.16862746 0.16862746 ... 0.7764706  0.73333335 0.66666669
0.47843137 0.32156864 0.43137255 ... 0.03921569 0.0627451  0.03529412
0.12941177 0.12156863 0.13333334 ... 0.12156863 0.00784314 0.04313726
0.81568629 0.82745099 0.74117649 ... 0.85490197 0.81176472 0.82352942
0.99215686 0.78431374 0.36470589 ... 0.18431373 0.22352941 0.11764706
0.6156863  0.61176473 0.61176473 ... 0.23529412 0.24313726 0.27058825
0.73333335 0.74117649 0.75294119 ... 0.89803922 0.89803922 0.90588236
0.20784314 0.40000001 0.41960785 ... 0.88235295 0.85882354 0.84705883
0.29019609 0.22745098 0.09019608 ... 0.09803922 0.17647059 0.32549021
1.         0.99607843 0.99607843 ... 0.99215686 0.99607843 0.99607843
0.05882353 0.0627451  0.07450981 ... 0.85490197 0.88627452 0.89803922
0.43529412 0.41568628 0.41960785 ... 0.37254903 0.41960785 0.39607844
0.63529414 0.63137257 0.62352943 ... 0.75294119 0.75686276 0.76862746
0.22745098 0.42352942 0.47450981 ... 0.29411766 0.27450982 0.17254902
0.02745098 0.01960784 0.03137255 ... 0.60000002 0.56862748 0.52941179
0.40784314 0.38039216 0.36862746 ... 0.02745098 0.21960784 0.13333334
0.58823532 0.49803922 0.48235294 ... 0.71764708 0.72156864 0.76862746
0.67450982 0.67450982 0.67450982 ... 0.72549021 0.70980394 0.6901961 
0.49019608 0.32549021 0.3019608  ... 0.73725492 0.74117649 0.73725492
0.00392157 0.00392157 0.00784314 ... 0.5411765  0.4627451  0.49019608
0.29411766 0.07450981 0.01568628 ... 0.52941179 0.56078434 0.51764709
0.09411765 0.26274511 0.26666668 ... 0.58039218 0.5529412  0.54901963
0.1254902  0.10588235 0.07058824 ... 0.         0.         0.00392157
0.41176471 0.40784314 0.41960785 ... 0.34117648 0.29411766 0.21960784
0.81568629 0.50196081 0.26666668 ... 0.54509807 0.5529412  0.58039218
0.54901963 0.54901963 0.5529412  ... 0.29019609 0.42745098 0.56862748
1.         1.         1.         ... 0.56862748 0.05882353 0.07058824
0.64313728 0.64705884 0.64313728 ... 0.2        0.17647059 0.16078432
0.10980392 0.07843138 0.09019608 ... 0.1254902  0.12941177 0.18039216
0.16862746 0.16862746 0.14901961 ... 0.01568628 0.01176471 0.01176471
0.60784316 0.58039218 0.57647061 ... 0.45882353 0.58431375 0.60392159
0.94117647 0.94901961 0.94901961 ... 0.87450981 0.74117649 0.68235296
0.09803922 0.09411765 0.10196079 ... 0.90196079 0.90588236 0.89019608
0.80784315 0.55686277 0.23137255 ... 0.09411765 0.18039216 0.25490198
0.01568628 0.01176471 0.01568628 ... 0.80392158 0.14509805 0.00784314
0.38431373 0.40784314 0.40000001 ... 0.25490198 0.31764707 0.23529412
0.84313726 0.85882354 0.87843138 ... 0.5411765  0.45882353 0.66274512
0.24313726 0.28627452 0.30588236 ... 0.30980393 0.31764707 0.32549021
0.99607843 0.99607843 0.99215686 ... 0.59215689 0.58431375 0.58823532
0.65490198 0.58431375 0.43137255 ... 0.05490196 0.06666667 0.06666667
0.72549021 0.42352942 0.54901963 ... 0.48627451 0.45490196 0.39215687
0.87450981 0.87450981 0.87450981 ... 0.54901963 0.53333336 0.52941179
0.38039216 0.27450982 0.25098041 ... 0.85882354 0.8509804  0.82352942
0.17254902 0.25098041 0.21568628 ... 0.35294119 0.43137255 0.45490196
0.96862745 0.96862745 0.97254902 ... 0.42745098 0.33725491 0.26666668
0.5529412  0.58823532 0.47058824 ... 0.2        0.28627452 0.27450982
0.03137255 0.02745098 0.03921569 ... 0.54509807 0.51764709 0.50588238
0.92941177 0.40000001 0.22352941 ... 0.97254902 0.99607843 0.99607843
0.29019609 0.23921569 0.28627452 ... 0.65882355 0.19607843 0.18039216
0.32549021 0.34117648 0.35686275 ... 0.18431373 0.19215687 0.20392157
0.99607843 0.98823529 0.98431373 ... 0.99607843 0.99607843 0.99607843
0.19215687 0.09411765 0.07058824 ... 0.09411765 0.12156863 0.13725491
0.97647059 0.97647059 0.98039216 ... 0.52941179 0.54509807 0.56470591
0.00392157 0.         0.01568628 ... 0.04705882 0.04705882 0.06666667
1.         1.         1.         ... 0.40784314 0.36862746 0.33725491
0.19607843 0.16470589 0.11764706 ... 0.         0.03529412 0.02745098
0.14509805 0.14901961 0.14901961 ... 0.68235296 0.627451   0.627451  
0.98823529 0.99607843 0.99607843 ... 0.58431375 0.60392159 0.60000002
0.06666667 0.04705882 0.03137255 ... 0.02745098 0.02352941 0.02745098
0.08235294 0.05098039 0.01568628 ... 0.         0.10980392 0.03137255
0.01176471 0.01960784 0.02745098 ... 0.50980395 0.34509805 0.36862746
0.68627453 0.79607844 0.82352942 ... 0.61176473 0.59607846 0.60784316
0.76862746 0.44705883 0.2        ... 0.04313726 0.07450981 0.07843138
0.45882353 0.43137255 0.35686275 ... 0.03529412 0.07058824 0.11764706
0.78431374 0.7764706  0.77254903 ... 0.64705884 0.73333335 0.74509805
1.         1.         1.         ... 0.29411766 0.56862748 0.78431374
0.56078434 0.51764709 0.49411765 ... 0.9254902  0.9254902  0.9254902 
0.73725492 0.76078433 0.72941178 ... 0.69803923 0.43529412 0.47843137
0.10196079 0.09803922 0.09803922 ... 0.00784314 0.01568628 0.01960784
0.71764708 0.71764708 0.72941178 ... 1.         1.         1.        
0.16078432 0.14901961 0.20392157 ... 0.85882354 0.81960785 0.84705883
0.98039216 0.98039216 0.96078432 ... 0.93725491 0.99215686 1.        
0.74117649 0.56078434 0.09411765 ... 0.72156864 0.73333335 0.73333335
0.62352943 0.4627451  0.33333334 ... 0.7647059  0.72549021 0.68235296
0.13725491 0.10588235 0.23529412 ... 0.5411765  0.56078434 0.58039218
0.21960784 0.15294118 0.16078432 ... 0.23529412 0.21960784 0.14509805
0.49803922 0.43921569 0.39215687 ... 0.72941178 0.67450982 0.69411767
0.10196079 0.09803922 0.1254902  ... 0.17647059 0.21176471 0.22352941
0.38039216 0.38039216 0.38039216 ... 0.4509804  0.44313726 0.44313726
0.85882354 0.87058824 0.87450981 ... 0.43921569 0.43137255 0.44313726
0.25490198 0.33333334 0.36862746 ... 0.74509805 0.81176472 0.82352942
0.81960785 0.81960785 0.81176472 ... 0.02745098 0.03137255 0.02352941
0.56862748 0.88627452 0.94901961 ... 0.42745098 0.39607844 0.55686277
0.58431375 0.52941179 0.3019608  ... 0.00784314 0.01176471 0.02352941
0.22352941 0.26666668 0.34901962 ... 0.39215687 0.12941177 0.16862746
0.08627451 0.07450981 0.07450981 ... 0.01568628 0.01176471 0.01176471
0.08627451 0.06666667 0.07843138 ... 0.76862746 0.76862746 0.76862746
0.07450981 0.08627451 0.10196079 ... 0.07058824 0.06666667 0.05490196
0.11372549 0.10980392 0.11372549 ... 0.30588236 0.23921569 0.27450982
0.03921569 0.04313726 0.04313726 ... 0.05098039 0.0627451  0.08235294
0.0627451  0.09019608 0.12941177 ... 0.10588235 0.13725491 0.16078432
0.94509804 0.98431373 0.55686277 ... 0.08235294 0.10588235 0.06666667
0.29019609 0.27450982 0.20392157 ... 0.02352941 0.0627451  0.14117648
0.34901962 0.38431373 0.41568628 ... 0.13725491 0.08627451 0.07058824
0.6156863  0.57647061 0.54901963 ... 0.97254902 0.97254902 0.97254902
0.4509804  0.16470589 0.13725491 ... 0.627451   0.65098041 0.63921571
0.21568628 0.22745098 0.21568628 ... 0.32156864 0.30588236 0.35294119
0.09803922 0.09411765 0.10196079 ... 0.51764709 0.97254902 1.        
0.44313726 0.43529412 0.48235294 ... 0.17647059 0.08627451 0.08627451
0.32156864 0.38039216 0.45490196 ... 0.09803922 0.10196079 0.12156863
